mrna_id	gene_id	locus_tag	chrom	old_start	old_end	new_start	new_end	overlap_gene_id	overlap_locus_tag	overlap_start	overlap_end	overlap_strand
rna-NM_001178685.1	gene-YCL040W	YCL040W	NC_001135.5	50838	52340	50838	52656	gene-YCL042W	YCL042W	50584	50943	+
rna-NM_001178685.1	gene-YCL040W	YCL040W	NC_001135.5	50838	52340	50838	52656	gene-YCL039W	YCL039W	52645	54882	+
rna-NM_001178683.1	gene-YCL038C	YCL038C	NC_001135.5	54941	56527	54777	56527	gene-YCL039W	YCL039W	52645	54882	+
rna-NM_001178684.1	gene-YCL039W	YCL039W	NC_001135.5	52645	54882	52645	54955	gene-YCL038C	YCL038C	54941	56527	-
rna-NM_001178680.1	gene-YCL035C	YCL035C	NC_001135.5	60841	61173	60083	61173	gene-YCL036W	YCL036W	59026	60726	+
rna-NM_001178681.1	gene-YCL036W	YCL036W	NC_001135.5	59026	60726	59026	60865	gene-YCL035C	YCL035C	60841	61173	-
rna-NM_001178678.1	gene-YCL033C	YCL033C	NC_001135.5	62776	63282	62701	63282	gene-YCL034W	YCL034W	61658	62722	+
rna-NM_001178679.1	gene-YCL034W	YCL034W	NC_001135.5	61658	62722	61658	62905	gene-YCL033C	YCL033C	62776	63282	-
rna-NM_001178677.1	gene-YCL032W	YCL032W	NC_001135.5	63441	64481	63441	64734	gene-YCL031C	YCL031C	64675	65568	-
rna-NM_001184449.1	gene-YCL026C-B	YCL026C-B	NC_001135.5	73405	73986	73330	73986	gene-YCL027W	YCL027W	71803	73341	+
rna-NM_001178672.1	gene-YCL027W	YCL027W	NC_001135.5	71803	73341	71803	73446	gene-YCL026C-B	YCL026C-B	73405	73986	-
rna-NM_001178664.1	gene-YCL017C	YCL017C	NC_001135.5	92777	94270	92391	94270	gene-YCL018W	YCL018W	91324	92418	+
rna-NM_001184672.1	gene-YCL012C	YCL012C	NC_001135.5	101317	101788	101162	101788	gene-YCL014W	YCL014W	96281	101191	+
rna-NM_001178659.1	gene-YCL010C	YCL010C	NC_001135.5	103571	104350	102098	104350	gene-YCL011C	YCL011C	102075	103358	-
rna-NM_001178657.1	gene-YCL008C	YCL008C	NC_001135.5	105696	106853	105543	106853	gene-YCL009C	YCL009C	104619	105548	-
rna-NM_001184518.1	gene-YCL005W-A	YCL005W-A	NC_001135.5	107023	107417	107023	107540	gene-YNCC0003C	YNCC0003C	107504	107712	-
rna-NM_001178652.2	gene-YCL002C	YCL002C	NC_001135.5	110808	111675	110262	111675	gene-YCL004W	YCL004W	109105	110670	+
rna-NM_001178717.1	gene-YCR004C	YCR004C	NC_001135.5	119575	120318	119035	120318	gene-YCR003W	YCR003W	118620	119171	+
rna-NM_001348894.1	gene-YCR006C	YCR006C	NC_001135.5	122530	123003	122312	123003	gene-YCR005C	YCR005C	120946	122328	-
rna-NM_001178722.1	gene-YCR009C	YCR009C	NC_001135.5	130745	131542	130063	131542	gene-YCR008W	YCR008W	128470	130281	+
rna-NM_001178725.1	gene-YCR012W	YCR012W	NC_001135.5	137746	138996	137746	139203	gene-YCR014C	YCR014C	139185	140933	-
rna-NM_001178729.1	gene-YCR016W	YCR016W	NC_001135.5	143634	144506	143634	144796	gene-YCR017C	YCR017C	144773	147634	-
rna-NM_001178733.1	gene-YCR020C	YCR020C	NC_001135.5	154012	154659	153917	154659	gene-YCR019W	YCR019W	152837	153928	+
rna-NM_001178732.1	gene-YCR019W	YCR019W	NC_001135.5	152837	153928	152837	154178	gene-YCR020C	YCR020C	154012	154659	-
rna-NM_001178734.1	gene-YCR020C-A	YCR020C-A	NC_001135.5	154830	155096	154413	155096	gene-YCR020C	YCR020C	154012	154659	-
rna-NM_001178739.1	gene-YCR024C-A	YCR024C-A	NC_001135.5	162945	163067	162630	163067	gene-YCR024C-B	YCR024C-B	162599	162865	-
rna-NM_001178744.1	gene-YCR030C	YCR030C	NC_001135.5	173826	176438	172976	176438	gene-YCR028C-A	YCR028C-A	172950	173440	-
rna-NM_001178745.1	gene-YCR031C	YCR031C	NC_001135.5	177500	178220	176579	178220	gene-YNCC0011W	YNCC0011W	177183	177282	+
rna-NM_001178749.1	gene-YCR035C	YCR035C	NC_001135.5	191834	193018	191433	193018	gene-YCR034W	YCR034W	190592	191635	+
rna-NM_001178748.1	gene-YCR034W	YCR034W	NC_001135.5	190592	191635	190592	192062	gene-YCR035C	YCR035C	191834	193018	-
rna-NM_001178750.1	gene-YCR036W	YCR036W	NC_001135.5	193297	194298	193297	194770	gene-YCR037C	YCR037C	194414	197185	-
rna-NM_001178762.1	gene-YCR048W	YCR048W	NC_001135.5	211929	213761	211929	213976	gene-YCR050C	YCR050C	213464	213772	-
rna-NM_001178765.1	gene-YCR051W	YCR051W	NC_001135.5	214071	214739	214071	214998	gene-YCR052W	YCR052W	214994	216445	+
rna-NM_001178766.1	gene-YCR052W	YCR052W	NC_001135.5	214994	216445	214994	218119	gene-YCR053W	YCR053W	216697	218241	+
rna-NM_001178768.1	gene-YCR054C	YCR054C	NC_001135.5	218376	220067	218124	220067	gene-YCR053W	YCR053W	216697	218241	+
rna-NM_001178767.1	gene-YCR053W	YCR053W	NC_001135.5	216697	218241	216697	218474	gene-YCR054C	YCR054C	218376	220067	-
rna-NM_001178770.1	gene-YCR059C	YCR059C	NC_001135.5	223454	224230	223205	224230	gene-YCR057C	YCR057C	220457	223228	-
rna-NM_001178777.1	gene-YCR066W	YCR066W	NC_001135.5	231500	232963	231500	233145	gene-YCR067C	YCR067C	233125	236322	-
rna-NM_001178781.1	gene-YCR071C	YCR071C	NC_001135.5	240103	240543	239850	240543	gene-YCR069W	YCR069W	239055	240011	+
rna-NM_001178780.1	gene-YCR069W	YCR069W	NC_001135.5	239055	240011	239055	240132	gene-YCR071C	YCR071C	240103	240543	-
rna-NM_001178784.1	gene-YCR075C	YCR075C	NC_001135.5	248033	248815	247867	248815	gene-YCR073W-A	YCR073W-A	246963	247910	+
rna-NM_001178815.1	gene-YCR073W-A	YCR073W-A	NC_001135.5	246963	247910	246963	248034	gene-YCR075C	YCR075C	248033	248815	-
rna-NM_001178785.1	gene-YCR076C	YCR076C	NC_001135.5	249293	250045	249070	250045	gene-YCR075W-A	YCR075W-A	248975	249202	+
rna-NM_001184529.1	gene-YCR075W-A	YCR075W-A	NC_001135.5	248975	249202	248975	250164	gene-YCR076C	YCR076C	249293	250045	-
rna-NM_001178786.2	gene-YCR077C	YCR077C	NC_001135.5	250238	252628	250043	252628	gene-YCR076C	YCR076C	249293	250045	-
rna-NM_001184316.1	gene-YCR087C-A	YCR087C-A	NC_001135.5	264006	264467	263943	264467	gene-YCR086W	YCR086W	263392	263964	+
rna-NM_001178792.1	gene-YCR086W	YCR086W	NC_001135.5	263392	263964	263392	264016	gene-YCR087C-A	YCR087C-A	264006	264467	-
rna-NM_001178796.1	gene-YCR090C	YCR090C	NC_001135.5	272315	272863	272248	272863	gene-YCR089W	YCR089W	267434	272263	+
rna-NM_001178797.2	gene-YCR091W	YCR091W	NC_001135.5	274404	276566	274404	277027	gene-YCR092C	YCR092C	276764	279820	-
rna-NM_001178800.1	gene-YCR094W	YCR094W	NC_001135.5	286762	287937	286762	288450	gene-YCR095C	YCR095C	288170	289258	-
rna-NM_001178806.1	gene-YCR099C	YCR099C	NC_001135.5	300832	301299	300568	301299	gene-YCR100C	YCR100C	301271	302221	-
rna-NM_001181408.1	gene-YGR279C	YGR279C	NC_001139.9	1048798	1049958	1048219	1049958	gene-YGR278W	YGR278W	1046731	1048464	+
rna-NM_001270747.1	gene-YGR018C	YGR018C	NC_001139.9	524365	524694	523713	524694	gene-YGR017W	YGR017W	523787	524680	+
rna-NM_001181120.1	gene-YGL254W	YGL254W	NC_001139.9	22304	23203	22304	23951	gene-YGL253W	YGL253W	23935	25395	+
rna-NM_001181119.1	gene-YGL253W	YGL253W	NC_001139.9	23935	25395	23935	25728	gene-YGL252C	YGL252C	25718	27484	-
rna-NM_001181114.1	gene-YGL248W	YGL248W	NC_001139.9	35653	36762	35653	37153	gene-YGL247W	YGL247W	36933	37526	+
rna-NM_001181112.1	gene-YGL246C	YGL246C	NC_001139.9	37617	38780	37400	38780	gene-YGL247W	YGL247W	36933	37526	+
rna-NM_001181113.1	gene-YGL247W	YGL247W	NC_001139.9	36933	37526	36933	37677	gene-YGL246C	YGL246C	37617	38780	-
rna-NM_001181108.1	gene-YGL242C	YGL242C	NC_001139.9	44652	45197	44446	45197	gene-YGL243W	YGL243W	43307	44509	+
rna-NM_001181106.1	gene-YGL240W	YGL240W	NC_001139.9	48613	49365	48613	50519	gene-YGL238W	YGL238W	49552	52434	+
rna-NM_001181102.1	gene-YGL236C	YGL236C	NC_001139.9	53787	55796	53717	55796	gene-YGL235W	YGL235W	55279	55815	+
rna-NM_001181097.1	gene-YGL231C	YGL231C	NC_001139.9	63048	63620	62666	63620	gene-YGL232W	YGL232W	62075	63002	+
rna-NM_001181098.1	gene-YGL232W	YGL232W	NC_001139.9	62075	63002	62075	63079	gene-YGL231C	YGL231C	63048	63620	-
rna-NM_001181091.1	gene-YGL226C-A	YGL226C-A	NC_001139.9	72749	73158	72177	73158	gene-YGL227W	YGL227W	69671	72547	+
rna-NM_001181093.1	gene-YGL227W	YGL227W	NC_001139.9	69671	72547	69671	72752	gene-YGL226C-A	YGL226C-A	72749	73158	-
rna-NM_001181089.1	gene-YGL224C	YGL224C	NC_001139.9	78015	78857	77881	78857	gene-YGL225W	YGL225W	76894	77907	+
rna-NM_001181090.1	gene-YGL225W	YGL225W	NC_001139.9	76894	77907	76894	78205	gene-YGL224C	YGL224C	78015	78857	-
rna-NM_001181086.1	gene-YGL221C	YGL221C	NC_001139.9	81426	82292	81173	82292	gene-YGL222C	YGL222C	80659	81186	-
rna-NM_001181085.1	gene-YGL220W	YGL220W	NC_001139.9	82374	82736	82374	82918	gene-YGL219C	YGL219C	82878	84257	-
rna-NM_001181077.1	gene-YGL212W	YGL212W	NC_001139.9	91432	92382	91432	92713	gene-YGL211W	YGL211W	92512	93591	+
rna-NM_001181076.1	gene-YGL211W	YGL211W	NC_001139.9	92512	93591	92512	94301	gene-YGL210W	YGL210W	93792	94460	+
rna-NM_001181070.1	gene-YGL205W	YGL205W	NC_001139.9	108158	110404	108158	110637	gene-YNCG0003C	YNCG0003C	110625	110696	-
rna-NM_001181067.1	gene-YGL202W	YGL202W	NC_001139.9	116059	117561	116059	118196	gene-YGL201C	YGL201C	117854	120907	-
rna-NM_001184677.1	gene-YGL194C-A	YGL194C-A	NC_001139.9	139719	139961	139493	139961	gene-YGL195W	YGL195W	131525	139543	+
rna-NM_001181058.1	gene-YGL193C	YGL193C	NC_001139.9	141916	142227	141871	142227	gene-YNCG0006C	YNCG0006C	141898	144120	-
rna-NM_001181057.3	gene-YGL192W	YGL192W	NC_001139.9	142246	144048	142246	144826	gene-YNCG0006C	YNCG0006C	141898	144120	-
rna-NM_001181057.3	gene-YGL192W	YGL192W	NC_001139.9	142246	144048	142246	144826	gene-YGL191W	YGL191W	144808	145197	+
rna-NM_001184593.3	gene-YGL188C-A	YGL188C-A	NC_001139.9	148824	148964	148160	148964	gene-YGL189C	YGL189C	148229	148588	-
rna-NM_001181040.1	gene-YGL175C	YGL175C	NC_001139.9	173285	174322	173045	174322	gene-YGL176C	YGL176C	171415	173079	-
rna-NM_001181039.3	gene-YGL174W	YGL174W	NC_001139.9	174545	175345	174545	175541	gene-YGL173C	YGL173C	175527	180113	-
rna-NM_001181036.1	gene-YGL171W	YGL171W	NC_001139.9	182390	184084	182390	184383	gene-YGL170C	YGL170C	184153	185394	-
rna-NM_001181034.1	gene-YGL169W	YGL169W	NC_001139.9	186059	187339	186059	187562	gene-YGL168W	YGL168W	187464	187796	+
rna-NM_001181032.1	gene-YGL167C	YGL167C	NC_001139.9	187616	190468	187410	190468	gene-YGL168W	YGL168W	187464	187796	+
rna-NM_001181029.1	gene-YGL164C	YGL164C	NC_001139.9	191978	193300	191784	193300	gene-YGL166W	YGL166W	191129	191806	+
rna-NM_001181031.3	gene-YGL166W	YGL166W	NC_001139.9	191129	191806	191129	192024	gene-YGL164C	YGL164C	191978	193300	-
rna-NM_001181026.3	gene-YGL161C	YGL161C	NC_001139.9	199210	200142	199036	200142	gene-YGL162W	YGL162W	198138	199037	+
rna-NM_001181027.1	gene-YGL162W	YGL162W	NC_001139.9	198138	199037	198138	199211	gene-YGL161C	YGL161C	199210	200142	-
rna-NM_001181019.1	gene-YGL154C	YGL154C	NC_001139.9	215278	216096	215155	216096	gene-YGL155W	YGL155W	214081	215211	+
rna-NM_001181020.1	gene-YGL155W	YGL155W	NC_001139.9	214081	215211	214081	215625	gene-YGL154C	YGL154C	215278	216096	-
rna-NM_001181015.1	gene-YGL150C	YGL150C	NC_001139.9	221104	225573	220899	225573	gene-YGL151W	YGL151W	217524	220922	+
rna-NM_001181015.1	gene-YGL150C	YGL150C	NC_001139.9	221104	225573	220899	225573	gene-YGL149W	YGL149W	225572	225877	+
rna-NM_001181012.3	gene-YGL147C	YGL147C	NC_001139.9	227754	228329	225888	228329	gene-YGL148W	YGL148W	226399	227529	+
rna-NM_001181013.1	gene-YGL148W	YGL148W	NC_001139.9	226399	227529	226399	227765	gene-YGL147C	YGL147C	227754	228329	-
rna-NM_001181011.1	gene-YGL146C	YGL146C	NC_001139.9	228751	229686	228317	229686	gene-YGL147C	YGL147C	227754	228329	-
rna-NM_001181009.1	gene-YGL144C	YGL144C	NC_001139.9	232450	234507	232291	234507	gene-YGL145W	YGL145W	230243	232348	+
rna-NM_001181010.2	gene-YGL145W	YGL145W	NC_001139.9	230243	232348	230243	232481	gene-YGL144C	YGL144C	232450	234507	-
rna-NM_001181005.1	gene-YGL140C	YGL140C	NC_001139.9	241353	245012	241074	245012	gene-YGL141W	YGL141W	238353	241085	+
rna-NM_001181002.1	gene-YGL137W	YGL137W	NC_001139.9	249869	252738	249869	253275	gene-YGL136C	YGL136C	252897	253859	-
rna-NM_001180995.3	gene-YGL130W	YGL130W	NC_001139.9	266145	267524	266145	267859	gene-YGL129C	YGL129C	267723	269075	-
rna-NM_001180978.3	gene-YGL113W	YGL113W	NC_001139.9	295932	297938	295932	298224	gene-YGL112C	YGL112C	298178	299728	-
rna-NM_001180976.1	gene-YGL111W	YGL111W	NC_001139.9	299978	301369	299978	301697	gene-YGL110C	YGL110C	301537	303411	-
rna-NM_001180973.3	gene-YGL108C	YGL108C	NC_001139.9	303649	304071	303206	304071	gene-YGL110C	YGL110C	301537	303411	-
rna-NM_001180969.3	gene-YGL104C	YGL104C	NC_001139.9	308713	310173	308566	310173	gene-YGL105W	YGL105W	307437	308567	+
rna-NM_001180970.1	gene-YGL105W	YGL105W	NC_001139.9	307437	308567	307437	309514	gene-YGL104C	YGL104C	308713	310173	-
rna-NM_001180956.3	gene-YGL091C	YGL091C	NC_001139.9	342056	343042	341818	343042	gene-YGL092W	YGL092W	337906	341859	+
rna-NM_001180955.1	gene-YGL090W	YGL090W	NC_001139.9	343319	344584	343319	345261	gene-YGL089C	YGL089C	344791	345153	-
rna-NM_001180952.1	gene-YGL087C	YGL087C	NC_001139.9	346406	346904	346202	346904	gene-YNCG0013W	YNCG0013W	345986	346230	+
rna-NM_001180949.1	gene-YGL084C	YGL084C	NC_001139.9	350616	352298	350365	352298	gene-YGL085W	YGL085W	349616	350440	+
rna-NM_001180950.1	gene-YGL085W	YGL085W	NC_001139.9	349616	350440	349616	350648	gene-YGL084C	YGL084C	350616	352298	-
rna-NM_001180947.3	gene-YGL082W	YGL082W	NC_001139.9	355827	356972	355827	357515	gene-YGL081W	YGL081W	357377	358339	+
rna-NM_001180943.3	gene-YGL078C	YGL078C	NC_001139.9	360288	361859	360096	361859	gene-YGL079W	YGL079W	359444	360100	+
rna-NM_001180944.1	gene-YGL079W	YGL079W	NC_001139.9	359444	360100	359444	360797	gene-YGL078C	YGL078C	360288	361859	-
rna-NM_001180942.1	gene-YGL077C	YGL077C	NC_001139.9	362225	363916	361847	363916	gene-YGL078C	YGL078C	360288	361859	-
rna-NM_001180941.1	gene-YGL076C	YGL076C	NC_001139.9	364335	365996	363988	365996	gene-YNCG0014C	YNCG0014C	365163	365251	-
rna-NM_001180935.1	gene-YGL070C	YGL070C	NC_001139.9	374459	374827	374069	374827	gene-YGL071W	YGL071W	372012	374084	+
rna-NM_001180931.1	gene-YGL066W	YGL066W	NC_001139.9	377609	379582	377609	379779	gene-YGL065C	YGL065C	379760	381271	-
rna-NM_001180928.4	gene-YGL063W	YGL063W	NC_001139.9	383654	384766	383654	385226	gene-YGL062W	YGL062W	385196	388732	+
rna-NM_001180926.1	gene-YGL061C	YGL061C	NC_001139.9	388968	389711	388687	389711	gene-YGL062W	YGL062W	385196	388732	+
rna-NM_001180925.1	gene-YGL060W	YGL060W	NC_001139.9	390065	391990	390065	392265	gene-YGL059W	YGL059W	392223	393698	+
rna-NM_001180915.3	gene-YGL050W	YGL050W	NC_001139.9	405776	406597	405776	407091	gene-YGL049C	YGL049C	406860	409604	-
rna-NM_001180912.1	gene-YGL047W	YGL047W	NC_001139.9	411552	412160	411552	413966	gene-YNCG0018C	YNCG0018C	412294	412367	-
rna-NM_001180908.1	gene-YGL043W	YGL043W	NC_001139.9	417483	418412	417483	418860	gene-YGL041C-B	YGL041C-B	418704	418886	-
rna-NM_001180908.1	gene-YGL043W	YGL043W	NC_001139.9	417483	418412	417483	418860	gene-YGL041W-A	YGL041W-A	418825	419289	+
rna-NM_001184550.1	gene-YGL041C-B	YGL041C-B	NC_001139.9	418704	418886	418555	418886	gene-YGL041W-A	YGL041W-A	418825	419289	+
rna-NM_001184647.4	gene-YGL041W-A	YGL041W-A	NC_001139.9	418825	419289	418825	419501	gene-YGL041C-B	YGL041C-B	418704	418886	-
rna-NM_001180903.1	gene-YGL038C	YGL038C	NC_001139.9	425362	426804	424902	426804	gene-YGL039W	YGL039W	423961	425007	+
rna-NM_001180883.1	gene-YGL018C	YGL018C	NC_001139.9	459110	459664	458794	459664	gene-YGL019W	YGL019W	458156	458992	+
rna-NM_001180884.3	gene-YGL019W	YGL019W	NC_001139.9	458156	458992	458156	459119	gene-YGL018C	YGL018C	459110	459664	-
rna-NM_001180880.3	gene-YGL015C	YGL015C	NC_001139.9	465043	465435	464796	465435	gene-YGL016W	YGL016W	461666	464911	+
rna-NM_001180881.1	gene-YGL016W	YGL016W	NC_001139.9	461666	464911	461666	465103	gene-YGL015C	YGL015C	465043	465435	-
rna-NM_001180876.3	gene-YGL011C	YGL011C	NC_001139.9	474489	475247	474194	475247	gene-YGL012W	YGL012W	472855	474276	+
rna-NM_001180877.1	gene-YGL012W	YGL012W	NC_001139.9	472855	474276	472855	474684	gene-YGL011C	YGL011C	474489	475247	-
rna-NM_001180875.1	gene-YGL010W	YGL010W	NC_001139.9	475545	476069	475545	476366	gene-YGL009C	YGL009C	476313	478652	-
rna-NM_001184592.3	gene-YGL007C-A	YGL007C-A	NC_001139.9	482941	483027	482644	483027	gene-YGL008C	YGL008C	479910	482666	-
rna-NM_001181135.1	gene-YGR006W	YGR006W	NC_001139.9	506070	506825	506070	507418	gene-YGR007W	YGR007W	506969	507940	+
rna-NM_001181137.1	gene-YGR008C	YGR008C	NC_001139.9	508110	508364	507331	508364	gene-YGR007W	YGR007W	506969	507940	+
rna-NM_001181144.1	gene-YGR015C	YGR015C	NC_001139.9	521090	522076	520802	522076	gene-YGR014W	YGR014W	516943	520863	+
rna-NM_001181145.1	gene-YGR016W	YGR016W	NC_001139.9	522261	522833	522261	523740	gene-YGR016C-A	YGR016C-A	523246	523353	-
rna-NM_001181146.1	gene-YGR017W	YGR017W	NC_001139.9	523787	524680	523787	524794	gene-YGR018C	YGR018C	524365	524694	-
rna-NM_001181149.1	gene-YGR020C	YGR020C	NC_001139.9	526973	527329	526588	527329	gene-YGR019W	YGR019W	525229	526644	+
rna-NM_001181156.1	gene-YGR027C	YGR027C	NC_001139.9	534132	534458	533807	534458	gene-YGR026W	YGR026W	532985	533821	+
rna-NM_001181155.3	gene-YGR026W	YGR026W	NC_001139.9	532985	533821	532985	534137	gene-YGR027C	YGR027C	534132	534458	-
rna-NM_001181159.1	gene-YGR030C	YGR030C	NC_001139.9	545681	546157	545436	546157	gene-YNCG0024W	YNCG0024W	545370	545566	+
rna-NM_001181160.1	gene-YGR031W	YGR031W	NC_001139.9	546441	547469	546441	548216	gene-YGR031C-A	YGR031C-A	546809	547300	-
rna-NM_001181162.3	gene-YGR033C	YGR033C	NC_001139.9	554248	554967	553938	554967	gene-YGR032W	YGR032W	548264	553951	+
rna-NM_001181165.3	gene-YGR036C	YGR036C	NC_001139.9	558149	558868	557509	558868	gene-YGR035W-A	YGR035W-A	557565	557786	+
rna-NM_001184648.1	gene-YGR035W-A	YGR035W-A	NC_001139.9	557565	557786	557565	559201	gene-YGR036C	YGR036C	558149	558868	-
rna-NM_001181172.1	gene-YGR043C	YGR043C	NC_001139.9	580435	581436	580236	581436	gene-YGR042W	YGR042W	579476	580291	+
rna-NM_001348841.1	gene-YGR045C	YGR045C	NC_001139.9	583934	584296	583775	584296	gene-YGR044C	YGR044C	582990	583892	-
rna-NM_001181175.3	gene-YGR046W	YGR046W	NC_001139.9	584895	586052	584895	586413	gene-YGR047C	YGR047C	586392	589469	-
rna-NM_001270748.1	gene-YGR050C	YGR050C	NC_001139.9	592086	592442	591863	592442	gene-YGR049W	YGR049W	591314	591877	+
rna-NM_001181178.1	gene-YGR049W	YGR049W	NC_001139.9	591314	591877	591314	592205	gene-YGR050C	YGR050C	592086	592442	-
rna-NM_001181186.3	gene-YGR057C	YGR057C	NC_001139.9	604773	605501	603595	605501	gene-YGR056W	YGR056W	601661	604447	+
rna-NM_001181192.3	gene-YGR063C	YGR063C	NC_001139.9	617516	617824	616874	617824	gene-YGR062C	YGR062C	616328	617278	-
rna-NM_001181204.3	gene-YGR075C	YGR075C	NC_001139.9	636147	636875	635634	636875	gene-YGR074W	YGR074W	635712	636152	+
rna-NM_001181203.3	gene-YGR074W	YGR074W	NC_001139.9	635712	636152	635712	636470	gene-YGR075C	YGR075C	636147	636875	-
rna-NM_001181210.3	gene-YGR081C	YGR081C	NC_001139.9	643148	643780	642780	643780	gene-YGR080W	YGR080W	642010	643008	+
rna-NM_001181209.3	gene-YGR080W	YGR080W	NC_001139.9	642010	643008	642010	643253	gene-YGR081C	YGR081C	643148	643780	-
rna-NM_001181224.1	gene-YGR095C	YGR095C	NC_001139.9	675671	676342	675482	676342	gene-YGR094W	YGR094W	672186	675500	+
rna-NM_001181231.3	gene-YGR102C	YGR102C	NC_001139.9	694584	695135	694398	695135	gene-YGR101W	YGR101W	693363	694403	+
rna-NM_001181232.1	gene-YGR103W	YGR103W	NC_001139.9	695417	697234	695417	697469	gene-YGR104C	YGR104C	697445	698368	-
rna-NM_001181235.1	gene-YGR106C	YGR106C	NC_001139.9	698989	699786	698809	699786	gene-YGR105W	YGR105W	698599	698832	+
rna-NM_001181234.3	gene-YGR105W	YGR105W	NC_001139.9	698599	698832	698599	699128	gene-YGR106C	YGR106C	698989	699786	-
rna-NM_001181246.3	gene-YGR117C	YGR117C	NC_001139.9	725049	726479	724738	726479	gene-YGR116W	YGR116W	720409	724764	+
rna-NM_001181247.3	gene-YGR118W	YGR118W	NC_001139.9	726974	727730	726974	728091	gene-YGR119C	YGR119C	728046	729671	-
rna-NM_001181257.3	gene-YGR128C	YGR128C	NC_001139.9	747950	750091	747691	750091	gene-YGR127W	YGR127W	746798	747736	+
rna-NM_001181256.1	gene-YGR127W	YGR127W	NC_001139.9	746798	747736	746798	747951	gene-YGR128C	YGR128C	747950	750091	-
rna-NM_001181258.3	gene-YGR129W	YGR129W	NC_001139.9	750400	751047	750400	752570	gene-YGR130C	YGR130C	751394	753844	-
rna-NM_001181278.1	gene-YGR149W	YGR149W	NC_001139.9	789031	790329	789031	791164	gene-YGR150C	YGR150C	790459	793053	-
rna-NM_001181283.3	gene-YGR154C	YGR154C	NC_001139.9	796798	797868	796542	797868	gene-YGR153W	YGR153W	796092	796745	+
rna-NM_001181282.2	gene-YGR153W	YGR153W	NC_001139.9	796092	796745	796092	796937	gene-YGR154C	YGR154C	796798	797868	-
rna-NM_001181287.3	gene-YGR158C	YGR158C	NC_001139.9	805269	806021	804671	806021	gene-YGR157W	YGR157W	802440	805049	+
rna-NM_001181292.3	gene-YGR163W	YGR163W	NC_001139.9	827552	828577	827552	828645	gene-YGR164W	YGR164W	828625	828960	+
rna-NM_001181296.3	gene-YGR167W	YGR167W	NC_001139.9	832456	833157	832456	833703	gene-YGR168C	YGR168C	833352	834482	-
rna-NM_001181299.1	gene-YGR170W	YGR170W	NC_001139.9	837142	840558	837142	840825	gene-YGR171C	YGR171C	840824	842551	-
rna-NM_001181301.3	gene-YGR172C	YGR172C	NC_001139.9	842845	843591	841958	843591	gene-YGR171C	YGR171C	840824	842551	-
rna-NM_001181304.1	gene-YGR175C	YGR175C	NC_001139.9	846933	848423	846723	848423	gene-YGR174W-A	YGR174W-A	846655	846741	+
rna-NM_001181312.1	gene-YGR183C	YGR183C	NC_001139.9	859063	859476	858583	859476	gene-YGR181W	YGR181W	858287	858604	+
rna-NM_001181322.1	gene-YGR193C	YGR193C	NC_001139.9	884509	885741	883264	885741	gene-YGR192C	YGR192C	882812	883810	-
rna-NM_001181325.1	gene-YGR196C	YGR196C	NC_001139.9	889733	892186	889619	892186	gene-YGR195W	YGR195W	888882	889622	+
rna-NM_001181324.3	gene-YGR195W	YGR195W	NC_001139.9	888882	889622	888882	890033	gene-YGR196C	YGR196C	889733	892186	-
rna-NM_001181329.3	gene-YGR200C	YGR200C	NC_001139.9	899904	902270	899527	902270	gene-YGR199W	YGR199W	897502	899781	+
rna-NM_001181328.1	gene-YGR199W	YGR199W	NC_001139.9	897502	899781	897502	900109	gene-YGR200C	YGR200C	899904	902270	-
rna-NM_001181336.1	gene-YGR207C	YGR207C	NC_001139.9	910843	911628	910244	911628	gene-YGR206W	YGR206W	910432	910737	+
rna-NM_001181338.3	gene-YGR209C	YGR209C	NC_001139.9	912913	913227	911732	913227	gene-YGR208W	YGR208W	911883	912812	+
rna-NM_001181337.1	gene-YGR208W	YGR208W	NC_001139.9	911883	912812	911883	913060	gene-YGR209C	YGR209C	912913	913227	-
rna-NM_001181339.1	gene-YGR210C	YGR210C	NC_001139.9	913503	914738	913216	914738	gene-YGR209C	YGR209C	912913	913227	-
rna-NM_001181342.1	gene-YGR213C	YGR213C	NC_001139.9	918512	919465	918369	919465	gene-YGR212W	YGR212W	917040	918446	+
rna-NM_001181345.1	gene-YGR216C	YGR216C	NC_001139.9	922633	924462	922379	924462	gene-YGR215W	YGR215W	922175	922507	+
rna-NM_001181344.3	gene-YGR215W	YGR215W	NC_001139.9	922175	922507	922175	923914	gene-YGR216C	YGR216C	922633	924462	-
rna-NM_001181349.1	gene-YGR220C	YGR220C	NC_001139.9	936074	936883	935690	936883	gene-YGR218W	YGR218W	932541	935795	+
rna-NM_001181350.2	gene-YGR221C	YGR221C	NC_001139.9	937124	938992	936597	938992	gene-YGR220C	YGR220C	936074	936883	-
rna-NM_001181352.1	gene-YGR223C	YGR223C	NC_001139.9	940869	942215	940755	942215	gene-YGR222W	YGR222W	939923	940804	+
rna-NM_001181351.3	gene-YGR222W	YGR222W	NC_001139.9	939923	940804	939923	940896	gene-YGR223C	YGR223C	940869	942215	-
rna-NM_001181356.2	gene-YGR227W	YGR227W	NC_001139.9	947420	948997	947420	949216	gene-YGR227C-A	YGR227C-A	949052	949225	-
rna-NM_001181358.1	gene-YGR229C	YGR229C	NC_001139.9	949382	950899	949178	950899	gene-YGR227C-A	YGR227C-A	949052	949225	-
